,ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNZC,FA_RDNMA,FA_RDNDA,LOAD_DTM
5434,D10,대구광역시교육청,수성구,교습소,3000019678,블랙로즈영어교습소,20210727,20210727,개원,,,8,2.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42088,대구광역시 수성구 범어로18길 22,/ 상가동 209호 (범어동/ 힐스테이트 범어),20210912
5435,D10,대구광역시교육청,수성구,교습소,3000011049,블랙홀과학교습소,20120217,20120217,개원,,,45,9.0,입시.검정 및 보습,보통교과,중등,보습,중등:150000/ 고등:150000/ 고등(물리):200000/ 고등:250000/ 고등(화학):200000,,,706931,대구광역시 수성구 청수로 213,/ 1단지상가동 303호 (황금동/캐슬골드파크),20210912
5436,D10,대구광역시교육청,수성구,교습소,3000017116,비비드(VIVID)바이올린교습소,20180628,20180628,개원,,,8,4.0,예능(대),예능(중),,음악,,Y,N,42094,대구광역시 수성구 달구벌대로496길 19-8,/ 4층 401호 (범어동),20210912
5437,D10,대구광역시교육청,수성구,교습소,3000011603,비상잉글리쉬아이황금캐슬1점영어교습소,20120914,20120914,개원,,,10,4.0,입시.검정 및 보습,보통교과,영어(초등),보습,영어(초등):200000/ 영어(중등):250000,Y,N,42112,대구광역시 수성구 청수로35길 75,/ 3층 (황금동),20210912
5438,D10,대구광역시교육청,수성구,교습소,3000018282,비상잉글리시아이대청스카이점영어교습소,20190918,20190918,개원,,,35,7.0,입시.검정 및 보습,보통교과,초등,보습,초등:180000/ 초등:190000/ 초등:210000/ 중등:230000/ 초등:200000,Y,N,42075,대구광역시 수성구 교학로12길 39,/ 1층 (만촌동),20210912
5439,D10,대구광역시교육청,수성구,교습소,3000018602,비상잉글리시아이동성초위너점영어교습소,20200121,20200121,개원,,,72,9.0,입시.검정 및 보습,보통교과,초등,보습,초등:99000/ 초등:150000/ 초등:200000/ 초등:220000/ 초등:240000/ 초등:280000/ 중등:240000/ 중등:360000,Y,N,42131,대구광역시 수성구 수성로 315-1,/ 3층 (수성동1가),20210912
5440,D10,대구광역시교육청,수성구,교습소,3000014628,비상잉글리시아이민영어교습소,20160108,20160108,개원,,,25,5.0,입시.검정 및 보습,보통교과,초등부 파닉스,보습,초등부 파닉스:193000/ 초등부 심화반:203000/ 초등부 마스터반:230000/ 중등부:250000/ 고등부:280000,Y,N,42186,대구광역시 수성구 동대구로6길 28,/ 1층 일부 (지산동),20210912
5441,D10,대구광역시교육청,수성구,교습소,3000017029,비앤제이스터디과학교습소,20180511,20180511,개원,,,9,3.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42093,대구광역시 수성구 달구벌대로504길 42-1,/ 2층 일부(203호) (범어동),20210912
5442,D10,대구광역시교육청,수성구,교습소,3000017030,비앤제이스터디영어교습소,20180511,20180511,개원,,,15,5.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42093,대구광역시 수성구 달구벌대로504길 42-1,/ 2층 일부(202호) (범어동),20210912
5443,D10,대구광역시교육청,수성구,교습소,3000014437,비엔나피아노교습소,20151103,20151103,개원,,,16,4.0,예능(대),예능(중),피아노초급,음악,피아노초급:158000/ 피아노중급:176000/ 피아노고급:212000/ 피아노고급입시:339000,Y,N,706845,대구광역시 수성구 용학로42길 9,/ A동 2층 207호 (지산동),20210912
